Título,"Tipo de cambio pesos por dólar E.U.A., Tipo de cambio para solventar obligaciones denominadas en moneda extranjera, Fecha de liquidación","Tipo de cambio Pesos por dólar E.U.A., Tipo de cambio para solventar obligaciones denominadas en moneda extranjera, Fecha de determinación (FIX)","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Apertura compra","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Apertura venta","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Cierre compra","Tipo de cambio Pesos por dólar E.U.A., Interbancario a 48 horas, Cierre venta","Tipo de cambio pesos por dólar E.U.A., Interbancario a 48 horas, Máximo","Tipo de cambio Pesos por dólar E.U.A., Interbancario a 48 horas Mínimo","Serie histórica del tipo de cambio, Tipo de cambio peso dólar desde 1954",Tipo de Cambio Cierre de Jornada
Periodo disponible,14/11/1991 - 18/02/2026,12/11/1991 - 16/02/2026,02/01/1992 - 16/02/2026,02/01/1992 - 16/02/2026,02/01/1992 - 29/10/2021,02/01/1992 - 29/10/2021,02/01/1992 - 16/02/2026,02/01/1992 - 16/02/2026,19/04/1954 - 16/02/2026,01/11/2021 - 16/02/2026
Periodicidad,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria
Cifra,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio,Tipo de Cambio
Unidad,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar,Pesos por Dólar
Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF60653,SF43718,SF43787,SF43784,SF43788,SF43786,SF43785,SF43717,SF63528,SF343410
14/09/2008,10.6745,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/09/2008,10.6745,10.7054,10.7345,10.7365,10.665,10.67,10.76,10.67,10.7054,N/E
16/09/2008,10.5828,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/09/2008,10.5828,10.8702,10.81,10.812,10.839,10.8425,10.905,10.7986,10.8702,N/E
18/09/2008,10.7054,10.8365,10.795,10.7985,10.8865,10.888,10.9141,10.788,10.8365,N/E
19/09/2008,10.8702,10.6133,10.585,10.5875,10.637,10.639,10.662,10.56,10.6133,N/E
20/09/2008,10.8365,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/09/2008,10.8365,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/09/2008,10.8365,10.5879,10.559,10.561,10.594,10.597,10.6108,10.561,10.5879,N/E
23/09/2008,10.6133,10.7264,10.663,10.665,10.748,10.75,10.7946,10.665,10.7264,N/E
24/09/2008,10.5879,10.7879,10.764,10.767,10.828,10.833,10.8515,10.76,10.7879,N/E
25/09/2008,10.7264,10.7653,10.775,10.778,10.724,10.728,10.784,10.7155,10.7653,N/E
26/09/2008,10.7879,10.7919,10.781,10.783,10.797,10.8,10.814,10.7608,10.7919,N/E
27/09/2008,10.7653,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/09/2008,10.7653,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/09/2008,10.7653,10.9397,10.958,10.959,11.025,11.035,11.05,10.9154,10.9397,N/E
30/09/2008,10.7919,10.9814,11.019,11.0225,10.945,10.949,11.025,10.946,10.9814,N/E
01/10/2008,10.9397,10.9811,10.972,10.974,10.9725,10.9775,11.012,10.95,10.9811,N/E
02/10/2008,10.9814,11.1296,11.123,11.125,11.175,11.178,11.201,11.1085,11.1296,N/E
03/10/2008,10.9811,11.1188,11.161,11.165,11.2075,11.21,11.21,11.066,11.1188,N/E
04/10/2008,11.1296,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/10/2008,11.1296,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/10/2008,11.1296,11.7667,11.6125,11.615,11.975,11.98,12,11.615,11.7667,N/E
07/10/2008,11.1188,12.1196,12.09,12.1,12.14,12.145,12.2222,11.985,12.1196,N/E
08/10/2008,11.7667,13.0417,12.915,12.93,12.23,12.25,13.45,12.19,13.0417,N/E
09/10/2008,12.1196,12.4433,12.02,12.0245,12.539,12.544,12.9,12.22,12.4433,N/E
10/10/2008,13.0417,13.0867,13.2425,13.2475,13.11,13.12,13.52,12.5,13.0867,N/E
11/10/2008,12.4433,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/10/2008,12.4433,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/10/2008,12.4433,12.3743,12.385,12.41,12.395,12.402,12.43,12.32,12.3743,N/E
14/10/2008,13.0867,12.345,12.285,12.31,12.485,12.5,12.5021,12.24,12.345,N/E
15/10/2008,12.3743,12.7192,12.635,12.65,12.735,12.74,12.8269,12.57,12.7192,N/E
16/10/2008,12.345,13.0633,12.98,12.99,13.05,13.06,13.34,12.92,13.0633,N/E
17/10/2008,12.7192,12.8475,12.795,12.805,12.76,12.779,13.085,12.67,12.8475,N/E
18/10/2008,13.0633,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
19/10/2008,13.0633,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/10/2008,13.0633,12.7617,12.709,12.727,12.9425,12.95,13,12.7195,12.7617,N/E
21/10/2008,12.8475,13.1233,13.19,13.2,13.045,13.065,13.22,13.0074,13.1233,N/E
22/10/2008,12.7617,13.5592,13.53,13.54,13.59,13.6,13.9,13.4,13.5592,N/E
23/10/2008,13.1233,13.5025,13.7,13.74,13.66,13.7,13.79,13.25,13.5025,N/E
24/10/2008,13.5592,13.4,13.39,13.4,13.49,13.5,13.6,13.2785,13.4,N/E
25/10/2008,13.5025,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/10/2008,13.5025,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/10/2008,13.5025,13.3083,13.125,13.13,13.41,13.425,13.47,13.13,13.3083,N/E
28/10/2008,13.4,13.3692,13.35,13.36,13.01,13.025,13.425,12.99,13.3692,N/E
29/10/2008,13.3083,12.9142,12.89,12.9,12.95,12.96,13.0544,12.895,12.9142,N/E
30/10/2008,13.3692,12.8342,12.87,12.88,12.625,12.64,12.8999,12.5945,12.8342,N/E
31/10/2008,12.9142,12.7125,12.74,12.745,12.84,12.86,12.89,12.67,12.7125,N/E
01/11/2008,12.8342,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/11/2008,12.8342,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/11/2008,12.8342,12.7875,12.7135,12.7175,12.83,12.855,12.88,12.71,12.7875,N/E
04/11/2008,12.7125,12.4862,12.53,12.54,12.515,12.54,12.55,12.445,12.4862,N/E
05/11/2008,12.7875,12.6042,12.564,12.569,12.636,12.649,12.74,12.5,12.6042,N/E
06/11/2008,12.4862,12.95,12.7875,12.7925,13.06,13.07,13.2,12.768,12.95,N/E
07/11/2008,12.6042,12.8392,12.87,12.88,12.75,12.76,12.95,12.705,12.8392,N/E
08/11/2008,12.95,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/11/2008,12.95,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/11/2008,12.95,12.785,12.7755,12.7795,12.815,12.82,12.838,12.752,12.785,N/E
11/11/2008,12.8392,12.9892,12.925,12.935,12.93,12.9425,13.0805,12.9095,12.9892,N/E
12/11/2008,12.785,13.0875,13.1175,13.12,13.02,13.04,13.161,12.92,13.0875,N/E
13/11/2008,12.9892,13.1663,12.97,12.9845,13.1055,13.119,13.35,12.9367,13.1663,N/E
14/11/2008,13.0875,13.0242,12.94,12.948,12.93,12.94,13.065,12.94,13.0242,N/E
15/11/2008,13.1663,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/11/2008,13.1663,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/11/2008,13.1663,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/11/2008,13.1663,13.195,13.23,13.24,13.16,13.1675,13.265,13.1425,13.195,N/E
19/11/2008,13.0242,13.18,13.085,13.09,13.19,13.2,13.28,13.048,13.18,N/E
20/11/2008,13.195,13.5758,13.571,13.586,13.78,13.8,13.8,13.48,13.5758,N/E
21/11/2008,13.18,13.9183,13.8475,13.85,13.825,13.835,14.18,13.7499,13.9183,N/E
22/11/2008,13.5758,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/11/2008,13.5758,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
24/11/2008,13.5758,13.4958,13.46,13.48,13.462,13.47,13.535,13.43,13.4958,N/E
25/11/2008,13.9183,13.3142,13.2825,13.29,13.265,13.2745,13.39,13.23,13.3142,N/E
26/11/2008,13.4958,13.2117,13.195,13.205,13.19,13.195,13.285,13.17,13.2117,N/E
27/11/2008,13.3142,13.2325,13.192,13.205,13.176,13.185,13.25,13.18,13.2325,N/E
28/11/2008,13.2117,13.3225,13.24,13.25,13.38,13.42,13.472,13.245,13.3225,N/E
29/11/2008,13.2325,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
30/11/2008,13.2325,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/12/2008,13.2325,13.58,13.58,13.59,13.58,13.59,13.62,13.52,13.58,N/E
02/12/2008,13.3225,13.53,13.6415,13.66,13.566,13.575,13.66,13.448,13.53,N/E
03/12/2008,13.58,13.5996,13.605,13.61,13.645,13.654,13.77,13.5505,13.5996,N/E
04/12/2008,13.53,13.5358,13.535,13.5425,13.525,13.534,13.58,13.5025,13.5358,N/E
05/12/2008,13.5996,13.7567,13.703,13.708,13.695,13.715,13.885,13.67,13.7567,N/E
06/12/2008,13.5358,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/12/2008,13.5358,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/12/2008,13.5358,13.4597,13.48,13.487,13.432,13.44,13.55,13.425,13.4597,N/E
09/12/2008,13.7567,13.4921,13.495,13.505,13.58,13.582,13.582,13.465,13.4921,N/E
10/12/2008,13.4597,13.4722,13.5135,13.5225,13.465,13.4715,13.5225,13.445,13.4722,N/E
11/12/2008,13.4921,13.1821,13.225,13.2325,13.185,13.1925,13.24,13.115,13.1821,N/E
12/12/2008,13.4722,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/12/2008,13.4722,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/12/2008,13.4722,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/12/2008,13.4722,13.3317,13.57,13.575,13.3125,13.3155,13.575,13.2434,13.3317,N/E
16/12/2008,13.1821,13.2717,13.3505,13.36,13.15,13.179,13.3625,13.179,13.2717,N/E
17/12/2008,13.3317,13.1275,13.045,13.0595,13.1225,13.13,13.2475,13.0485,13.1275,N/E
18/12/2008,13.2717,13.215,13.2935,13.3,13.165,13.17,13.3,13.094,13.215,N/E
19/12/2008,13.1275,13.1197,13.1055,13.1175,13.096,13.11,13.152,13.09,13.1197,N/E
20/12/2008,13.215,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/12/2008,13.215,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/12/2008,13.215,13.1742,13.152,13.154,13.1755,13.1775,13.23,13.145,13.1742,N/E
23/12/2008,13.1197,13.2175,13.15,13.1525,13.2935,13.3,13.33,13.1525,13.2175,N/E
24/12/2008,13.1742,13.3114,13.2705,13.285,13.289,13.3,13.4,13.265,13.3114,N/E
25/12/2008,13.2175,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/12/2008,13.2175,13.3538,13.285,13.29,13.423,13.425,13.447,13.29,13.3538,N/E
27/12/2008,13.3114,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/12/2008,13.3114,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/12/2008,13.3114,13.5383,13.4805,13.4845,13.61,13.62,13.65,13.4821,13.5383,N/E
30/12/2008,13.3538,13.7738,13.7,13.72,13.825,13.835,13.865,13.7,13.7738,N/E
31/12/2008,13.5383,13.8325,13.82,13.84,13.805,13.815,13.95,13.805,13.8325,N/E
01/01/2009,13.7738,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2009,13.7738,13.7678,13.776,13.784,13.7575,13.77,13.86,13.7445,13.7678,N/E
03/01/2009,13.8325,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2009,13.8325,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2009,13.8325,13.5507,13.611,13.619,13.4865,13.495,13.63,13.46,13.5507,N/E
06/01/2009,13.7678,13.3458,13.321,13.33,13.345,13.355,13.38,13.31,13.3458,N/E
07/01/2009,13.5507,13.4136,13.421,13.425,13.4325,13.4375,13.47,13.39,13.4136,N/E
08/01/2009,13.3458,13.5045,13.513,13.52,13.635,13.645,13.7,13.475,13.5045,N/E
09/01/2009,13.4136,13.7008,13.695,13.7,13.636,13.643,13.7599,13.643,13.7008,N/E
10/01/2009,13.5045,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2009,13.5045,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2009,13.5045,13.7608,13.7195,13.72,13.78,13.785,13.814,13.72,13.7608,N/E
13/01/2009,13.7008,13.839,13.8035,13.806,13.85,13.865,13.865,13.7995,13.839,N/E
14/01/2009,13.7608,14.1083,14.105,14.11,14.105,14.111,14.185,14.0625,14.1083,N/E
15/01/2009,13.839,14.2192,14.2,14.225,13.975,13.98,14.3493,13.98,14.2192,N/E
16/01/2009,14.1083,13.9058,13.88,13.89,13.9,13.905,13.9675,13.805,13.9058,N/E
17/01/2009,14.2192,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/01/2009,14.2192,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
19/01/2009,14.2192,13.9777,13.94,13.95,13.91,13.92,14.025,13.92,13.9777,N/E
20/01/2009,13.9058,13.9382,13.985,14,14.02,14.03,14.033,13.91,13.9382,N/E
21/01/2009,13.9777,13.9145,13.84,13.845,13.876,13.885,13.98,13.8325,13.9145,N/E
22/01/2009,13.9382,13.9325,13.955,13.963,13.957,13.965,14.05,13.9,13.9325,N/E
23/01/2009,13.9145,14.095,14.13,14.14,14.025,14.035,14.147,13.987,14.095,N/E
24/01/2009,13.9325,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/01/2009,13.9325,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/01/2009,13.9325,13.9342,13.894,13.9,14.105,14.11,14.16,13.88,13.9342,N/E
27/01/2009,14.095,14.1675,14.19,14.195,14.21,14.217,14.24,14.105,14.1675,N/E
28/01/2009,13.9342,14.1513,14.1955,14.21,14.0725,14.08,14.2246,14.07,14.1513,N/E
29/01/2009,14.1675,14.1975,14.17,14.18,14.162,14.175,14.25,14.14,14.1975,N/E
30/01/2009,14.1513,14.3097,14.33,14.34,14.2725,14.279,14.39,14.25,14.3097,N/E
31/01/2009,14.1975,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/02/2009,14.1975,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/02/2009,14.1975,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/02/2009,14.1975,14.5404,14.523,14.53,14.575,14.58,14.648,14.4875,14.5404,N/E
04/02/2009,14.3097,14.4667,14.458,14.462,14.466,14.47,14.7199,14.43,14.4667,N/E
05/02/2009,14.5404,14.2945,14.385,14.39,14.262,14.265,14.395,14.239,14.2945,N/E
06/02/2009,14.4667,14.1778,14.149,14.154,14.2005,14.21,14.27,14.15,14.1778,N/E
07/02/2009,14.2945,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/02/2009,14.2945,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/02/2009,14.2945,14.1392,14.09,14.095,14.1935,14.197,14.197,14.095,14.1392,N/E
10/02/2009,14.1778,14.3575,14.26,14.27,14.4725,14.4825,14.51,14.2275,14.3575,N/E
11/02/2009,14.1392,14.5313,14.465,14.47,14.535,14.545,14.59,14.47,14.5313,N/E
12/02/2009,14.3575,14.6013,14.624,14.627,14.58,14.59,14.645,14.5465,14.6013,N/E
13/02/2009,14.5313,14.4326,14.42,14.43,14.415,14.43,14.49,14.385,14.4326,N/E
14/02/2009,14.6013,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/02/2009,14.6013,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/02/2009,14.6013,14.5288,14.51,14.519,14.5025,14.51,14.56,14.5,14.5288,N/E
17/02/2009,14.4326,14.6118,14.6525,14.655,14.6555,14.67,14.67,14.5965,14.6118,N/E
18/02/2009,14.5288,14.6725,14.65,14.665,14.639,14.644,14.725,14.618,14.6725,N/E
19/02/2009,14.6118,14.5505,14.5205,14.527,14.6135,14.619,14.62,14.5148,14.5505,N/E
20/02/2009,14.6725,14.8163,14.68,14.7,14.78,14.8,14.99,14.6808,14.8163,N/E
21/02/2009,14.5505,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/02/2009,14.5505,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/02/2009,14.5505,14.8528,14.747,14.755,14.9075,14.9225,14.949,14.755,14.8528,N/E
24/02/2009,14.8163,14.8327,14.9155,14.9175,14.825,14.838,14.9332,14.81,14.8327,N/E
25/02/2009,14.8528,14.9275,14.915,14.926,14.885,14.89,14.969,14.86,14.9275,N/E
26/02/2009,14.8327,14.9322,14.868,14.877,14.9215,14.93,14.9975,14.863,14.9322,N/E
27/02/2009,14.9275,15.0698,15.07,15.076,15.09,15.099,15.1585,15.0195,15.0698,N/E
28/02/2009,14.9322,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/03/2009,14.9322,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/03/2009,14.9322,15.365,15.347,15.35,15.42,15.43,15.4555,15.3295,15.365,N/E
03/03/2009,15.0698,15.3372,15.355,15.365,15.331,15.3385,15.3777,15.3023,15.3372,N/E
04/03/2009,15.365,15.2178,15.248,15.255,15.193,15.2,15.28,15.18,15.2178,N/E
05/03/2009,15.3372,15.2855,15.264,15.271,15.329,15.345,15.345,15.25,15.2855,N/E
06/03/2009,15.2178,15.2633,15.226,15.235,15.2215,15.23,15.29,15.222,15.2633,N/E
07/03/2009,15.2855,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/03/2009,15.2855,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/03/2009,15.2855,15.3517,15.28,15.29,15.48,15.49,15.49,15.29,15.3517,N/E
10/03/2009,15.2633,15.3142,15.32,15.325,15.265,15.27,15.3882,15.27,15.3142,N/E
11/03/2009,15.3517,15.1145,15.165,15.17,15.08,15.09,15.188,15.045,15.1145,N/E
12/03/2009,15.3142,14.9083,14.945,14.95,14.735,14.74,14.97,14.74,14.9083,N/E
13/03/2009,15.1145,14.569,14.605,14.61,14.505,14.512,14.61,14.465,14.569,N/E
14/03/2009,14.9083,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/03/2009,14.9083,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/03/2009,14.9083,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/03/2009,14.9083,14.0502,14.095,14.1,14.025,14.04,14.115,13.99,14.0502,N/E
18/03/2009,14.569,14.1457,14.0825,14.0915,13.9075,13.915,14.1899,13.7807,14.1457,N/E
19/03/2009,14.0502,14.08,13.868,13.875,14.2575,14.269,14.3,13.875,14.08,N/E
20/03/2009,14.1457,14.148,14.17,14.2,14.186,14.1945,14.215,13.9533,14.148,N/E
21/03/2009,14.08,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/03/2009,14.08,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/03/2009,14.08,14.3204,14.1483,14.1533,14.29,14.3,14.42,14.1533,14.3204,N/E
24/03/2009,14.148,14.2683,14.3305,14.339,14.3515,14.36,14.385,14.235,14.2683,N/E
25/03/2009,14.3204,14.2358,14.3365,14.34,14.2715,14.275,14.349,14.18,14.2358,N/E
26/03/2009,14.2683,14.2163,14.2015,14.2085,14.165,14.172,14.246,14.1625,14.2163,N/E
27/03/2009,14.2358,14.3317,14.334,14.343,14.303,14.311,14.343,14.295,14.3317,N/E
28/03/2009,14.2163,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/03/2009,14.2163,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
30/03/2009,14.2163,14.3855,14.418,14.425,14.336,14.3425,14.425,14.3285,14.3855,N/E
31/03/2009,14.3317,14.1517,14.1035,14.105,14.205,14.21,14.25,14.0995,14.1517,N/E
01/04/2009,14.3855,13.9108,13.9905,13.994,13.924,13.9325,13.995,13.8475,13.9108,N/E
02/04/2009,14.1517,13.7924,13.81,13.815,13.737,13.742,13.84,13.695,13.7924,N/E
03/04/2009,13.9108,13.6137,13.7675,13.77,13.5625,13.5675,13.7725,13.5236,13.6137,N/E
04/04/2009,13.7924,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/04/2009,13.7924,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/04/2009,13.7924,13.6325,13.6035,13.6075,13.612,13.615,13.6734,13.5697,13.6325,N/E
07/04/2009,13.6137,13.5712,13.6825,13.6865,13.477,13.483,13.7,13.455,13.5712,N/E
08/04/2009,13.6325,13.3648,13.3425,13.345,13.37,13.38,13.4004,13.3378,13.3648,N/E
09/04/2009,13.5712,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/04/2009,13.5712,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/04/2009,13.5712,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/04/2009,13.5712,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/04/2009,13.5712,13.0914,13.1035,13.11,13.107,13.1135,13.1191,13.07,13.0914,N/E
14/04/2009,13.3648,13.086,13.078,13.082,13.155,13.159,13.173,13.075,13.086,N/E
15/04/2009,13.0914,13.1683,13.1625,13.1685,13.1423,13.1493,13.19,13.125,13.1683,N/E
16/04/2009,13.086,13.0511,13.0355,13.04,13.113,13.125,13.16,13.02,13.0511,N/E
17/04/2009,13.1683,13.1558,13.03,13.0435,13.0945,13.108,13.22,13.032,13.1558,N/E
18/04/2009,13.0511,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
19/04/2009,13.0511,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/04/2009,13.0511,13.32,13.307,13.313,13.386,13.392,13.408,13.283,13.32,N/E
21/04/2009,13.1558,13.175,13.3549,13.3589,13.186,13.19,13.365,13.0804,13.175,N/E
22/04/2009,13.32,13.1457,13.185,13.1895,13.171,13.177,13.23,13.1,13.1457,N/E
23/04/2009,13.175,13.3099,13.305,13.31,13.195,13.2,13.362,13.19,13.3099,N/E
24/04/2009,13.1457,13.2318,13.0985,13.1045,13.278,13.284,13.34,13.094,13.2318,N/E
25/04/2009,13.3099,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/04/2009,13.3099,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/04/2009,13.3099,13.755,13.801,13.807,13.905,13.915,13.975,13.7,13.755,N/E
28/04/2009,13.2318,13.8667,13.87,13.875,13.8325,13.835,13.94,13.819,13.8667,N/E
29/04/2009,13.755,13.6485,13.7125,13.7135,13.602,13.605,13.73,13.565,13.6485,N/E
30/04/2009,13.8667,13.8443,13.8565,13.8625,13.835,13.8435,13.98,13.72,13.8443,N/E
01/05/2009,13.6485,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/05/2009,13.6485,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/05/2009,13.6485,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/05/2009,13.6485,13.35,13.4525,13.46,13.293,13.3,13.4945,13.2445,13.35,N/E
05/05/2009,13.8443,13.2242,13.207,13.212,13.265,13.272,13.28,13.135,13.2242,N/E
06/05/2009,13.35,13.2268,13.225,13.232,13.13,13.135,13.27,13.135,13.2268,N/E
07/05/2009,13.2242,13.1103,13.101,13.1075,13.1835,13.1915,13.25,13.0612,13.1103,N/E
08/05/2009,13.2268,13.1067,13.098,13.102,13.0765,13.079,13.1313,13.065,13.1067,N/E
09/05/2009,13.1103,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/05/2009,13.1103,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/05/2009,13.1103,13.1008,13.1405,13.1445,13.1415,13.1445,13.1625,13.037,13.1008,N/E
12/05/2009,13.1067,13.2208,13.16,13.165,13.255,13.264,13.2975,13.158,13.2208,N/E
13/05/2009,13.1008,13.3177,13.3625,13.37,13.3225,13.33,13.3775,13.2752,13.3177,N/E
14/05/2009,13.2208,13.2983,13.317,13.3195,13.221,13.2245,13.32,13.22,13.2983,N/E
15/05/2009,13.3177,13.2058,13.15,13.16,13.236,13.244,13.265,13.16,13.2058,N/E
16/05/2009,13.2983,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/05/2009,13.2983,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
18/05/2009,13.2983,13.1363,13.144,13.149,13.108,13.118,13.18,13.08,13.1363,N/E
19/05/2009,13.2058,12.968,12.995,13,12.9375,12.9435,13.03,12.939,12.968,N/E
20/05/2009,13.1363,12.8695,12.844,12.849,12.929,12.934,12.937,12.838,12.8695,N/E
21/05/2009,12.968,13.103,13.064,13.074,13.065,13.07,13.16,13.01,13.103,N/E
22/05/2009,12.8695,13.1728,13.175,13.1835,13.152,13.157,13.2188,13.14,13.1728,N/E
23/05/2009,13.103,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
24/05/2009,13.103,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
25/05/2009,13.103,13.1375,13.13,13.1375,13.115,13.13,13.162,13.064,13.1375,N/E
26/05/2009,13.1728,13.1338,13.1675,13.175,13.192,13.202,13.202,13.093,13.1338,N/E
27/05/2009,13.1375,13.159,13.118,13.128,13.21,13.215,13.2175,13.119,13.159,N/E
28/05/2009,13.1338,13.2337,13.207,13.209,13.247,13.25,13.2766,13.209,13.2337,N/E
29/05/2009,13.159,13.1667,13.086,13.0925,13.171,13.175,13.2075,13.075,13.1667,N/E
30/05/2009,13.2337,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
31/05/2009,13.2337,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/06/2009,13.2337,13.155,13.0935,13.1,13.17,13.175,13.1775,13.085,13.155,N/E
